,Year,Retailer country,Product,Gross profit
3019,2004,Belgium,Hibernator Pad,0.0
3020,2004,Switzerland,Hibernator Pad,0.0
3021,2004,Austria,Hibernator Pad,0.0
3022,2004,Italy,Hibernator Pad,0.0
3023,2004,Spain,Hibernator Pad,0.0
3024,2004,United States,Hibernator Pad,0.0
3025,2004,Canada,Hibernator Pad,0.0
3026,2004,Mexico,Hibernator Pad,0.0
3027,2004,Brazil,Hibernator Pad,0.0
3028,2004,Japan,Hibernator Pad,6093.95
3029,2004,Korea,Hibernator Pad,0.0
3030,2004,China,Hibernator Pad,0.0
3031,2004,Singapore,Hibernator Pad,0.0
3032,2004,Australia,Hibernator Pad,0.0
3033,2004,Netherlands,Hibernator Pad,40295.05
3034,2004,Sweden,Hibernator Pad,0.0
3035,2004,Finland,Hibernator Pad,0.0
3036,2004,Denmark,Hibernator Pad,0.0
3037,2004,France,Hibernator Pad,0.0
3038,2004,Germany,Hibernator Pad,0.0
3039,2004,United Kingdom,Hibernator Pad,0.0
3040,2004,Belgium,Hibernator Pad,0.0
3041,2004,Switzerland,Hibernator Pad,0.0
3042,2004,Austria,Hibernator Pad,0.0
3043,2004,Italy,Hibernator Pad,0.0
3044,2004,Spain,Hibernator Pad,14589.75
3045,2004,United States,Hibernator Pad,13418.6
3046,2004,Canada,Hibernator Pad,95833.05
3047,2004,Mexico,Hibernator Pad,0.0
3048,2004,Brazil,Hibernator Pad,0.0
3049,2004,Japan,Hibernator Pad,58383.93
3050,2004,Korea,Hibernator Pad,16260.2
3051,2004,China,Hibernator Pad,0.0
3052,2004,Singapore,Hibernator Pad,0.0
3053,2004,Australia,Hibernator Pad,0.0
3054,2004,Netherlands,Hibernator Pad,0.0
3055,2004,Sweden,Hibernator Pad,11354.2
3056,2004,Finland,Hibernator Pad,0.0
3057,2004,Denmark,Hibernator Pad,0.0
3058,2004,France,Hibernator Pad,0.0
3059,2004,Germany,Hibernator Pad,87905.72
3060,2004,United Kingdom,Hibernator Pad,0.0
3061,2004,Belgium,Hibernator Pad,0.0
3062,2004,Switzerland,Hibernator Pad,0.0
3063,2004,Austria,Hibernator Pad,0.0
3064,2004,Italy,Hibernator Pad,21230.04
3065,2004,Spain,Hibernator Pad,3612.7
3066,2004,United States,Hibernator Pad,8833.25
3067,2004,Canada,Hibernator Pad,3970.0
3068,2004,Mexico,Hibernator Pad,0.0
3069,2004,Brazil,Hibernator Pad,3215.7
3070,2004,Japan,Hibernator Pad,5081.6
3071,2004,Korea,Hibernator Pad,0.0
3072,2004,China,Hibernator Pad,0.0
3073,2004,Singapore,Hibernator Pad,13756.05
3074,2004,Australia,Hibernator Pad,0.0
3075,2004,Netherlands,Hibernator Pad,0.0
3076,2004,Sweden,Hibernator Pad,0.0
3077,2004,Finland,Hibernator Pad,6808.55
3078,2004,Denmark,Hibernator Pad,0.0
3079,2004,France,Hibernator Pad,0.0
3080,2004,Germany,Hibernator Pad,0.0
3081,2004,United Kingdom,Hibernator Pad,0.0
3082,2004,Belgium,Hibernator Pad,0.0
3083,2004,Switzerland,Hibernator Pad,0.0
3084,2004,Austria,Hibernator Pad,0.0
3085,2004,Italy,Hibernator Pad,4069.25
3086,2004,Spain,Hibernator Pad,0.0
3087,2004,United States,Hibernator Pillow,68018.8
3088,2004,Canada,Hibernator Pillow,0.0
3089,2004,Mexico,Hibernator Pillow,7470.4
3090,2004,Brazil,Hibernator Pillow,7884.52
3091,2004,Japan,Hibernator Pillow,19454.68
3092,2004,Korea,Hibernator Pillow,0.0
3093,2004,China,Hibernator Pillow,0.0
3094,2004,Singapore,Hibernator Pillow,14881.48
3095,2004,Australia,Hibernator Pillow,0.0
3096,2004,Netherlands,Hibernator Pillow,8298.64
3097,2004,Sweden,Hibernator Pillow,0.0
3098,2004,Finland,Hibernator Pillow,8574.72
3099,2004,Denmark,Hibernator Pillow,14423.84
3100,2004,France,Hibernator Pillow,10392.68
3101,2004,Germany,Hibernator Pillow,0.0
3102,2004,United Kingdom,Hibernator Pillow,30719.36
3103,2004,Belgium,Hibernator Pillow,0.0
3104,2004,Switzerland,Hibernator Pillow,0.0
3105,2004,Austria,Hibernator Pillow,9439.37
3106,2004,Italy,Hibernator Pillow,1583.4
3107,2004,Spain,Hibernator Pillow,0.0
3108,2004,United States,Hibernator Pillow,15549.8
3109,2004,Canada,Hibernator Pillow,0.0
3110,2004,Mexico,Hibernator Pillow,3808.28
3111,2004,Brazil,Hibernator Pillow,0.0
3112,2004,Japan,Hibernator Pillow,0.0
3113,2004,Korea,Hibernator Pillow,5570.32
3114,2004,China,Hibernator Pillow,0.0
3115,2004,Singapore,Hibernator Pillow,13270.88
3116,2004,Australia,Hibernator Pillow,0.0
3117,2004,Netherlands,Hibernator Pillow,0.0
3118,2004,Sweden,Hibernator Pillow,0.0
3119,2004,Finland,Hibernator Pillow,3126.2
3120,2004,Denmark,Hibernator Pillow,0.0
3121,2004,France,Hibernator Pillow,22533.28
3122,2004,Germany,Hibernator Pillow,6689.2
3123,2004,United Kingdom,Hibernator Pillow,0.0
3124,2004,Belgium,Hibernator Pillow,1514.2
3125,2004,Switzerland,Hibernator Pillow,0.0
3126,2004,Austria,Hibernator Pillow,0.0
3127,2004,Italy,Hibernator Pillow,11369.12
3128,2004,Spain,Hibernator Pillow,0.0
3129,2004,United States,Hibernator Pillow,19685.4
3130,2004,Canada,Hibernator Pillow,4263.0
3131,2004,Mexico,Hibernator Pillow,9640.96
3132,2004,Brazil,Hibernator Pillow,9455.32
3133,2004,Japan,Hibernator Pillow,5391.68
3134,2004,Korea,Hibernator Pillow,21798.18
3135,2004,China,Hibernator Pillow,46549.58
3136,2004,Singapore,Hibernator Pillow,2628.14
3137,2004,Australia,Hibernator Pillow,0.0
3138,2004,Netherlands,Hibernator Pillow,6496.56
3139,2004,Sweden,Hibernator Pillow,2452.24
3140,2004,Finland,Hibernator Pillow,20613.88
3141,2004,Denmark,Hibernator Pillow,6619.9
3142,2004,France,Hibernator Pillow,2338.56
3143,2004,Germany,Hibernator Pillow,0.0
3144,2004,United Kingdom,Hibernator Pillow,10982.44
3145,2004,Belgium,Hibernator Pillow,5752.25
3146,2004,Switzerland,Hibernator Pillow,0.0
3147,2004,Austria,Hibernator Pillow,3084.76
3148,2004,Italy,Hibernator Pillow,4474.12
3149,2004,Spain,Hibernator Pillow,15220.24
3150,2004,United States,Hibernator Pillow,0.0
3151,2004,Canada,Hibernator Pillow,0.0
3152,2004,Mexico,Hibernator Pillow,0.0
3153,2004,Brazil,Hibernator Pillow,0.0
3154,2004,Japan,Hibernator Pillow,2135.56
3155,2004,Korea,Hibernator Pillow,0.0
3156,2004,China,Hibernator Pillow,0.0
3157,2004,Singapore,Hibernator Pillow,0.0
3158,2004,Australia,Hibernator Pillow,0.0
3159,2004,Netherlands,Hibernator Pillow,0.0
3160,2004,Sweden,Hibernator Pillow,0.0
3161,2004,Finland,Hibernator Pillow,0.0
3162,2004,Denmark,Hibernator Pillow,0.0
3163,2004,France,Hibernator Pillow,0.0
3164,2004,Germany,Hibernator Pillow,0.0
3165,2004,United Kingdom,Hibernator Pillow,0.0
3166,2004,Belgium,Hibernator Pillow,0.0
3167,2004,Switzerland,Hibernator Pillow,0.0
3168,2004,Austria,Hibernator Pillow,0.0
3169,2004,Italy,Hibernator Pillow,0.0
3170,2004,Spain,Hibernator Pillow,0.0
3171,2004,United States,Hibernator Pillow,0.0
3172,2004,Canada,Hibernator Pillow,0.0
3173,2004,Mexico,Hibernator Pillow,0.0
3174,2004,Brazil,Hibernator Pillow,0.0
3175,2004,Japan,Hibernator Pillow,0.0
3176,2004,Korea,Hibernator Pillow,0.0
3177,2004,China,Hibernator Pillow,0.0
3178,2004,Singapore,Hibernator Pillow,0.0
3179,2004,Australia,Hibernator Pillow,0.0
3180,2004,Netherlands,Hibernator Pillow,7722.12
3181,2004,Sweden,Hibernator Pillow,0.0
3182,2004,Finland,Hibernator Pillow,0.0
3183,2004,Denmark,Hibernator Pillow,0.0
3184,2004,France,Hibernator Pillow,5012.56
3185,2004,Germany,Hibernator Pillow,0.0
3186,2004,United Kingdom,Hibernator Pillow,0.0
3187,2004,Belgium,Hibernator Pillow,0.0
3188,2004,Switzerland,Hibernator Pillow,0.0
3189,2004,Austria,Hibernator Pillow,0.0
3190,2004,Italy,Hibernator Pillow,0.0
3191,2004,Spain,Hibernator Pillow,1688.96
3192,2004,United States,Hibernator Pillow,5359.2
3193,2004,Canada,Hibernator Pillow,38674.54
3194,2004,Mexico,Hibernator Pillow,0.0
3195,2004,Brazil,Hibernator Pillow,0.0
3196,2004,Japan,Hibernator Pillow,21023.24
3197,2004,Korea,Hibernator Pillow,6479.04
3198,2004,China,Hibernator Pillow,0.0
3199,2004,Singapore,Hibernator Pillow,0.0
3200,2004,Australia,Hibernator Pillow,0.0
3201,2004,Netherlands,Hibernator Pillow,7208.6
3202,2004,Sweden,Hibernator Pillow,0.0
3203,2004,Finland,Hibernator Pillow,0.0
3204,2004,Denmark,Hibernator Pillow,0.0
3205,2004,France,Hibernator Pillow,0.0
3206,2004,Germany,Hibernator Pillow,35184.78
3207,2004,United Kingdom,Hibernator Pillow,0.0
3208,2004,Belgium,Hibernator Pillow,0.0
3209,2004,Switzerland,Hibernator Pillow,0.0
3210,2004,Austria,Hibernator Pillow,0.0
3211,2004,Italy,Hibernator Pillow,4809.56
3212,2004,Spain,Hibernator Pillow,1664.6
3213,2004,United States,Hibernator Pillow,0.0
3214,2004,Canada,Hibernator Pillow,0.0
3215,2004,Mexico,Hibernator Pillow,0.0
3216,2004,Brazil,Hibernator Pillow,0.0
3217,2004,Japan,Hibernator Pillow,4057.76
3218,2004,Korea,Hibernator Pillow,0.0
3219,2004,China,Hibernator Pillow,0.0
3220,2004,Singapore,Hibernator Pillow,0.0
3221,2004,Australia,Hibernator Pillow,0.0
3222,2004,Netherlands,Hibernator Pillow,0.0
3223,2004,Sweden,Hibernator Pillow,0.0
3224,2004,Finland,Hibernator Pillow,0.0
3225,2004,Denmark,Hibernator Pillow,0.0
3226,2004,France,Hibernator Pillow,1550.92
3227,2004,Germany,Hibernator Pillow,0.0
3228,2004,United Kingdom,Hibernator Pillow,0.0
3229,2004,Belgium,Hibernator Pillow,812.0
3230,2004,Switzerland,Hibernator Pillow,0.0
3231,2004,Austria,Hibernator Pillow,0.0
3232,2004,Italy,Hibernator Pillow,0.0
3233,2004,Spain,Hibernator Pillow,0.0
3234,2004,United States,Hibernator Camp Cot,181211.22
3235,2004,Canada,Hibernator Camp Cot,6639.36
3236,2004,Mexico,Hibernator Camp Cot,8618.4
3237,2004,Brazil,Hibernator Camp Cot,4851.84
3238,2004,Japan,Hibernator Camp Cot,64818.63
3239,2004,Korea,Hibernator Camp Cot,0.0
3240,2004,China,Hibernator Camp Cot,8873.76
3241,2004,Singapore,Hibernator Camp Cot,25632.0
3242,2004,Australia,Hibernator Camp Cot,0.0
3243,2004,Netherlands,Hibernator Camp Cot,8331.12
3244,2004,Sweden,Hibernator Camp Cot,5745.6
3245,2004,Finland,Hibernator Camp Cot,0.0
3246,2004,Denmark,Hibernator Camp Cot,12931.32
3247,2004,France,Hibernator Camp Cot,31928.1
3248,2004,Germany,Hibernator Camp Cot,0.0
3249,2004,United Kingdom,Hibernator Camp Cot,80422.14
3250,2004,Belgium,Hibernator Camp Cot,0.0
3251,2004,Switzerland,Hibernator Camp Cot,0.0
3252,2004,Austria,Hibernator Camp Cot,13693.68
3253,2004,Italy,Hibernator Camp Cot,0.0
3254,2004,Spain,Hibernator Camp Cot,5649.84
3255,2004,United States,Hibernator Camp Cot,57020.04
3256,2004,Canada,Hibernator Camp Cot,0.0
3257,2004,Mexico,Hibernator Camp Cot,46839.54
3258,2004,Brazil,Hibernator Camp Cot,0.0
3259,2004,Japan,Hibernator Camp Cot,0.0
3260,2004,Korea,Hibernator Camp Cot,58193.22
3261,2004,China,Hibernator Camp Cot,0.0
3262,2004,Singapore,Hibernator Camp Cot,59597.4
3263,2004,Australia,Hibernator Camp Cot,0.0
3264,2004,Netherlands,Hibernator Camp Cot,0.0
3265,2004,Sweden,Hibernator Camp Cot,0.0
3266,2004,Finland,Hibernator Camp Cot,10342.08
3267,2004,Denmark,Hibernator Camp Cot,9001.44
3268,2004,France,Hibernator Camp Cot,49299.6
3269,2004,Germany,Hibernator Camp Cot,17332.56
3270,2004,United Kingdom,Hibernator Camp Cot,0.0
3271,2004,Belgium,Hibernator Camp Cot,0.0
3272,2004,Switzerland,Hibernator Camp Cot,0.0
3273,2004,Austria,Hibernator Camp Cot,3734.64
3274,2004,Italy,Hibernator Camp Cot,32462.64
3275,2004,Spain,Hibernator Camp Cot,0.0
3276,2004,United States,Hibernator Camp Cot,84434.16
3277,2004,Canada,Hibernator Camp Cot,53274.48
3278,2004,Mexico,Hibernator Camp Cot,13167.39
3279,2004,Brazil,Hibernator Camp Cot,49305.84
3280,2004,Japan,Hibernator Camp Cot,26525.52
3281,2004,Korea,Hibernator Camp Cot,27436.26
3282,2004,China,Hibernator Camp Cot,141156.3
3283,2004,Singapore,Hibernator Camp Cot,0.0
3284,2004,Australia,Hibernator Camp Cot,0.0
3285,2004,Netherlands,Hibernator Camp Cot,67544.49
3286,2004,Sweden,Hibernator Camp Cot,22790.88
3287,2004,Finland,Hibernator Camp Cot,63729.21
3288,2004,Denmark,Hibernator Camp Cot,7118.16
3289,2004,France,Hibernator Camp Cot,38653.17
3290,2004,Germany,Hibernator Camp Cot,29891.91
3291,2004,United Kingdom,Hibernator Camp Cot,64997.85
3292,2004,Belgium,Hibernator Camp Cot,22151.49
3293,2004,Switzerland,Hibernator Camp Cot,0.0
3294,2004,Austria,Hibernator Camp Cot,23265.48
3295,2004,Italy,Hibernator Camp Cot,11618.88
3296,2004,Spain,Hibernator Camp Cot,52735.2
3297,2004,United States,Hibernator Camp Cot,0.0
3298,2004,Canada,Hibernator Camp Cot,13629.78
3299,2004,Mexico,Hibernator Camp Cot,5171.04
3300,2004,Brazil,Hibernator Camp Cot,0.0
3301,2004,Japan,Hibernator Camp Cot,0.0
3302,2004,Korea,Hibernator Camp Cot,0.0
3303,2004,China,Hibernator Camp Cot,0.0
3304,2004,Singapore,Hibernator Camp Cot,0.0
3305,2004,Australia,Hibernator Camp Cot,0.0
3306,2004,Netherlands,Hibernator Camp Cot,0.0
3307,2004,Sweden,Hibernator Camp Cot,0.0
3308,2004,Finland,Hibernator Camp Cot,0.0
3309,2004,Denmark,Hibernator Camp Cot,0.0
3310,2004,France,Hibernator Camp Cot,0.0
3311,2004,Germany,Hibernator Camp Cot,0.0
3312,2004,United Kingdom,Hibernator Camp Cot,0.0
3313,2004,Belgium,Hibernator Camp Cot,2394.0
3314,2004,Switzerland,Hibernator Camp Cot,0.0
3315,2004,Austria,Hibernator Camp Cot,0.0
3316,2004,Italy,Hibernator Camp Cot,0.0
3317,2004,Spain,Hibernator Camp Cot,0.0
3318,2004,United States,Hibernator Camp Cot,16374.96
3319,2004,Canada,Hibernator Camp Cot,0.0
3320,2004,Mexico,Hibernator Camp Cot,0.0
3321,2004,Brazil,Hibernator Camp Cot,0.0
3322,2004,Japan,Hibernator Camp Cot,0.0
3323,2004,Korea,Hibernator Camp Cot,11331.6
3324,2004,China,Hibernator Camp Cot,0.0
3325,2004,Singapore,Hibernator Camp Cot,7660.8
3326,2004,Australia,Hibernator Camp Cot,0.0
3327,2004,Netherlands,Hibernator Camp Cot,4883.76
3328,2004,Sweden,Hibernator Camp Cot,0.0
3329,2004,Finland,Hibernator Camp Cot,0.0
3330,2004,Denmark,Hibernator Camp Cot,0.0
3331,2004,France,Hibernator Camp Cot,14204.4
3332,2004,Germany,Hibernator Camp Cot,7405.44
3333,2004,United Kingdom,Hibernator Camp Cot,0.0
3334,2004,Belgium,Hibernator Camp Cot,0.0
3335,2004,Switzerland,Hibernator Camp Cot,0.0
3336,2004,Austria,Hibernator Camp Cot,0.0
3337,2004,Italy,Hibernator Camp Cot,0.0
3338,2004,Spain,Hibernator Camp Cot,0.0
3339,2004,United States,Hibernator Camp Cot,9959.04
3340,2004,Canada,Hibernator Camp Cot,63364.62
3341,2004,Mexico,Hibernator Camp Cot,0.0
3342,2004,Brazil,Hibernator Camp Cot,0.0
3343,2004,Japan,Hibernator Camp Cot,70449.84
3344,2004,Korea,Hibernator Camp Cot,12448.8
3345,2004,China,Hibernator Camp Cot,0.0
3346,2004,Singapore,Hibernator Camp Cot,0.0
3347,2004,Australia,Hibernator Camp Cot,0.0
3348,2004,Netherlands,Hibernator Camp Cot,3849.3
3349,2004,Sweden,Hibernator Camp Cot,14599.08
3350,2004,Finland,Hibernator Camp Cot,0.0
3351,2004,Denmark,Hibernator Camp Cot,0.0
3352,2004,France,Hibernator Camp Cot,0.0
3353,2004,Germany,Hibernator Camp Cot,80245.14
3354,2004,United Kingdom,Hibernator Camp Cot,0.0
3355,2004,Belgium,Hibernator Camp Cot,0.0
3356,2004,Switzerland,Hibernator Camp Cot,0.0
3357,2004,Austria,Hibernator Camp Cot,0.0
3358,2004,Italy,Hibernator Camp Cot,27090.48
3359,2004,Spain,Hibernator Camp Cot,5681.76
3360,2004,United States,Hibernator Camp Cot,0.0
3361,2004,Canada,Hibernator Camp Cot,0.0
3362,2004,Mexico,Hibernator Camp Cot,0.0
3363,2004,Brazil,Hibernator Camp Cot,4404.96
3364,2004,Japan,Hibernator Camp Cot,4660.32
3365,2004,Korea,Hibernator Camp Cot,0.0
3366,2004,China,Hibernator Camp Cot,0.0
3367,2004,Singapore,Hibernator Camp Cot,6543.6
3368,2004,Australia,Hibernator Camp Cot,0.0
3369,2004,Netherlands,Hibernator Camp Cot,0.0
3370,2004,Sweden,Hibernator Camp Cot,0.0
3371,2004,Finland,Hibernator Camp Cot,28823.76
3372,2004,Denmark,Hibernator Camp Cot,0.0
3373,2004,France,Hibernator Camp Cot,0.0
3374,2004,Germany,Hibernator Camp Cot,0.0
3375,2004,United Kingdom,Hibernator Camp Cot,0.0
3376,2004,Belgium,Hibernator Camp Cot,0.0
3377,2004,Switzerland,Hibernator Camp Cot,0.0
3378,2004,Austria,Hibernator Camp Cot,0.0
3379,2004,Italy,Hibernator Camp Cot,0.0
3380,2004,Spain,Hibernator Camp Cot,0.0
3381,2004,United States,Canyon Mule Climber Backpack,131381.76
3382,2004,Canada,Canyon Mule Climber Backpack,12564.76
3383,2004,Mexico,Canyon Mule Climber Backpack,0.0
3384,2004,Brazil,Canyon Mule Climber Backpack,5466.24
3385,2004,Japan,Canyon Mule Climber Backpack,66278.16
3386,2004,Korea,Canyon Mule Climber Backpack,0.0
3387,2004,China,Canyon Mule Climber Backpack,30045.34
3388,2004,Singapore,Canyon Mule Climber Backpack,29096.34
3389,2004,Australia,Canyon Mule Climber Backpack,0.0
3390,2004,Netherlands,Canyon Mule Climber Backpack,31060.01
3391,2004,Sweden,Canyon Mule Climber Backpack,0.0
3392,2004,Finland,Canyon Mule Climber Backpack,10287.16
3393,2004,Denmark,Canyon Mule Climber Backpack,15051.14
3394,2004,France,Canyon Mule Climber Backpack,71336.75
3395,2004,Germany,Canyon Mule Climber Backpack,0.0
3396,2004,United Kingdom,Canyon Mule Climber Backpack,80242.16
3397,2004,Belgium,Canyon Mule Climber Backpack,0.0
3398,2004,Switzerland,Canyon Mule Climber Backpack,0.0
3399,2004,Austria,Canyon Mule Climber Backpack,37295.7
3400,2004,Italy,Canyon Mule Climber Backpack,0.0
3401,2004,Spain,Canyon Mule Climber Backpack,0.0
3402,2004,United States,Canyon Mule Climber Backpack,62739.23
3403,2004,Canada,Canyon Mule Climber Backpack,0.0
3404,2004,Mexico,Canyon Mule Climber Backpack,54488.45
3405,2004,Brazil,Canyon Mule Climber Backpack,0.0
3406,2004,Japan,Canyon Mule Climber Backpack,0.0
3407,2004,Korea,Canyon Mule Climber Backpack,38054.9
3408,2004,China,Canyon Mule Climber Backpack,0.0
3409,2004,Singapore,Canyon Mule Climber Backpack,26458.12
3410,2004,Australia,Canyon Mule Climber Backpack,0.0
3411,2004,Netherlands,Canyon Mule Climber Backpack,0.0
3412,2004,Sweden,Canyon Mule Climber Backpack,0.0
3413,2004,Finland,Canyon Mule Climber Backpack,19492.46
3414,2004,Denmark,Canyon Mule Climber Backpack,3890.9
3415,2004,France,Canyon Mule Climber Backpack,51132.12
3416,2004,Germany,Canyon Mule Climber Backpack,63731.83
3417,2004,United Kingdom,Canyon Mule Climber Backpack,0.0
3418,2004,Belgium,Canyon Mule Climber Backpack,6529.12
3419,2004,Switzerland,Canyon Mule Climber Backpack,0.0
3420,2004,Austria,Canyon Mule Climber Backpack,8368.34
3421,2004,Italy,Canyon Mule Climber Backpack,53956.8
3422,2004,Spain,Canyon Mule Climber Backpack,0.0
3423,2004,United States,Canyon Mule Climber Backpack,140002.04
3424,2004,Canada,Canyon Mule Climber Backpack,31848.44
3425,2004,Mexico,Canyon Mule Climber Backpack,19188.78
3426,2004,Brazil,Canyon Mule Climber Backpack,51749.19
3427,2004,Japan,Canyon Mule Climber Backpack,37922.04
3428,2004,Korea,Canyon Mule Climber Backpack,62825.07
3429,2004,China,Canyon Mule Climber Backpack,143662.05
3430,2004,Singapore,Canyon Mule Climber Backpack,29919.64
3431,2004,Australia,Canyon Mule Climber Backpack,0.0
3432,2004,Netherlands,Canyon Mule Climber Backpack,23193.56
3433,2004,Sweden,Canyon Mule Climber Backpack,0.0
3434,2004,Finland,Canyon Mule Climber Backpack,70085.22
3435,2004,Denmark,Canyon Mule Climber Backpack,25562.58
3436,2004,France,Canyon Mule Climber Backpack,17575.48
3437,2004,Germany,Canyon Mule Climber Backpack,38769.08
3438,2004,United Kingdom,Canyon Mule Climber Backpack,57148.78
3439,2004,Belgium,Canyon Mule Climber Backpack,15359.2
3440,2004,Switzerland,Canyon Mule Climber Backpack,0.0
3441,2004,Austria,Canyon Mule Climber Backpack,19805.9
3442,2004,Italy,Canyon Mule Climber Backpack,9072.44
3443,2004,Spain,Canyon Mule Climber Backpack,76692.34
3444,2004,United States,Canyon Mule Climber Backpack,0.0
3445,2004,Canada,Canyon Mule Climber Backpack,22594.24
3446,2004,Mexico,Canyon Mule Climber Backpack,0.0
3447,2004,Brazil,Canyon Mule Climber Backpack,0.0
3448,2004,Japan,Canyon Mule Climber Backpack,0.0
3449,2004,Korea,Canyon Mule Climber Backpack,0.0
3450,2004,China,Canyon Mule Climber Backpack,0.0
3451,2004,Singapore,Canyon Mule Climber Backpack,19017.96
3452,2004,Australia,Canyon Mule Climber Backpack,0.0
3453,2004,Netherlands,Canyon Mule Climber Backpack,0.0
3454,2004,Sweden,Canyon Mule Climber Backpack,0.0
3455,2004,Finland,Canyon Mule Climber Backpack,0.0
3456,2004,Denmark,Canyon Mule Climber Backpack,0.0
3457,2004,France,Canyon Mule Climber Backpack,0.0
3458,2004,Germany,Canyon Mule Climber Backpack,0.0
3459,2004,United Kingdom,Canyon Mule Climber Backpack,0.0
3460,2004,Belgium,Canyon Mule Climber Backpack,2163.72
3461,2004,Switzerland,Canyon Mule Climber Backpack,0.0
3462,2004,Austria,Canyon Mule Climber Backpack,0.0
3463,2004,Italy,Canyon Mule Climber Backpack,0.0
3464,2004,Spain,Canyon Mule Climber Backpack,0.0
3465,2004,United States,Canyon Mule Climber Backpack,23722.32
3466,2004,Canada,Canyon Mule Climber Backpack,0.0
3467,2004,Mexico,Canyon Mule Climber Backpack,0.0
3468,2004,Brazil,Canyon Mule Climber Backpack,0.0
3469,2004,Japan,Canyon Mule Climber Backpack,0.0
3470,2004,Korea,Canyon Mule Climber Backpack,11615.76
3471,2004,China,Canyon Mule Climber Backpack,0.0
3472,2004,Singapore,Canyon Mule Climber Backpack,0.0
3473,2004,Australia,Canyon Mule Climber Backpack,0.0
3474,2004,Netherlands,Canyon Mule Climber Backpack,33898.28
3475,2004,Sweden,Canyon Mule Climber Backpack,0.0
3476,2004,Finland,Canyon Mule Climber Backpack,0.0
3477,2004,Denmark,Canyon Mule Climber Backpack,0.0
3478,2004,France,Canyon Mule Climber Backpack,10723.7
3479,2004,Germany,Canyon Mule Climber Backpack,0.0
3480,2004,United Kingdom,Canyon Mule Climber Backpack,0.0
3481,2004,Belgium,Canyon Mule Climber Backpack,0.0
3482,2004,Switzerland,Canyon Mule Climber Backpack,0.0
3483,2004,Austria,Canyon Mule Climber Backpack,0.0
3484,2004,Italy,Canyon Mule Climber Backpack,0.0
3485,2004,Spain,Canyon Mule Climber Backpack,0.0
3486,2004,United States,Canyon Mule Climber Backpack,0.0
3487,2004,Canada,Canyon Mule Climber Backpack,72902.18
3488,2004,Mexico,Canyon Mule Climber Backpack,0.0
3489,2004,Brazil,Canyon Mule Climber Backpack,0.0
3490,2004,Japan,Canyon Mule Climber Backpack,70127.58
3491,2004,Korea,Canyon Mule Climber Backpack,8237.32
3492,2004,China,Canyon Mule Climber Backpack,0.0
3493,2004,Singapore,Canyon Mule Climber Backpack,0.0
3494,2004,Australia,Canyon Mule Climber Backpack,0.0
3495,2004,Netherlands,Canyon Mule Climber Backpack,9793.68
3496,2004,Sweden,Canyon Mule Climber Backpack,13851.49
3497,2004,Finland,Canyon Mule Climber Backpack,0.0
3498,2004,Denmark,Canyon Mule Climber Backpack,0.0
3499,2004,France,Canyon Mule Climber Backpack,0.0
3500,2004,Germany,Canyon Mule Climber Backpack,39174.72
3501,2004,United Kingdom,Canyon Mule Climber Backpack,0.0
3502,2004,Belgium,Canyon Mule Climber Backpack,0.0
3503,2004,Switzerland,Canyon Mule Climber Backpack,0.0
3504,2004,Austria,Canyon Mule Climber Backpack,0.0
3505,2004,Italy,Canyon Mule Climber Backpack,26526.96
3506,2004,Spain,Canyon Mule Climber Backpack,13424.81
3507,2004,United States,Canyon Mule Climber Backpack,16735.14
3508,2004,Canada,Canyon Mule Climber Backpack,5997.68
3509,2004,Mexico,Canyon Mule Climber Backpack,0.0
3510,2004,Brazil,Canyon Mule Climber Backpack,5997.68
3511,2004,Japan,Canyon Mule Climber Backpack,7434.82
3512,2004,Korea,Canyon Mule Climber Backpack,0.0
3513,2004,China,Canyon Mule Climber Backpack,0.0
3514,2004,Singapore,Canyon Mule Climber Backpack,9285.19
3515,2004,Australia,Canyon Mule Climber Backpack,0.0
3516,2004,Netherlands,Canyon Mule Climber Backpack,0.0
3517,2004,Sweden,Canyon Mule Climber Backpack,0.0
3518,2004,Finland,Canyon Mule Climber Backpack,8123.44
3519,2004,Denmark,Canyon Mule Climber Backpack,0.0
3520,2004,France,Canyon Mule Climber Backpack,0.0
3521,2004,Germany,Canyon Mule Climber Backpack,6965.66
3522,2004,United Kingdom,Canyon Mule Climber Backpack,0.0
3523,2004,Belgium,Canyon Mule Climber Backpack,2100.42
3524,2004,Switzerland,Canyon Mule Climber Backpack,0.0
3525,2004,Austria,Canyon Mule Climber Backpack,0.0
3526,2004,Italy,Canyon Mule Climber Backpack,6851.78
3527,2004,Spain,Canyon Mule Climber Backpack,0.0
3528,2004,United States,Canyon Mule Weekender Backpack,676085.08
3529,2004,Canada,Canyon Mule Weekender Backpack,0.0
3530,2004,Mexico,Canyon Mule Weekender Backpack,52983.48
3531,2004,Brazil,Canyon Mule Weekender Backpack,59234.34
3532,2004,Japan,Canyon Mule Weekender Backpack,209651.86
3533,2004,Korea,Canyon Mule Weekender Backpack,0.0
3534,2004,China,Canyon Mule Weekender Backpack,0.0
3535,2004,Singapore,Canyon Mule Weekender Backpack,142083.04
3536,2004,Australia,Canyon Mule Weekender Backpack,0.0
3537,2004,Netherlands,Canyon Mule Weekender Backpack,75804.08
3538,2004,Sweden,Canyon Mule Weekender Backpack,0.0
3539,2004,Finland,Canyon Mule Weekender Backpack,57845.26
3540,2004,Denmark,Canyon Mule Weekender Backpack,49808.44
