county,Democrat,Republican,proportion,democratWin
Gwinnett,56348.0,97465.0,0.36634094647396515,False
Habersham,1161.0,7767.0,0.13004032258064516,False
Hall,6487.0,38110.0,0.14545821467811737,False
Hancock,18261.0,51126.0,0.26317609926931557,False
Haralson,724.0,5620.0,0.11412358133669609,False
Harris,221795.0,324137.0,0.4062685462658353,False
Hart,2895.0,4921.0,0.3703940634595701,False
Heard,387.0,1912.0,0.1683340582862114,False
Irwin,400.0,1504.0,0.21008403361344538,False
Jasper,17605.0,44719.0,0.2824754508696489,False
Jeff Davis,3930.0,5565.0,0.41390205371248023,False
Jenkins,419.0,973.0,0.3010057471264368,False
Jones,7775.0,21962.0,0.2614587887143962,False
Lanier,303.0,893.0,0.25334448160535117,False
Laurens,6498.0,16504.0,0.2824971741587688,False
Long,372.0,1123.0,0.24882943143812708,False
Lumpkin,1092.0,5832.0,0.15771230502599654,False
McDuffie,1497.0,3127.0,0.32374567474048443,False
McIntosh,3295.0,3411.0,0.49135102892931704,False
Meriwether,1700.0,2963.0,0.3645721638430195,False
Mitchell,2845.0,7512.0,0.2746934440475041,False
Murray,2304.0,6291.0,0.2680628272251309,False
Muscogee,16120.0,15212.0,0.5144899782969488,True
Oconee,5584.0,24627.0,0.1848333388500877,False
Oglethorpe,919.0,2745.0,0.2508187772925764,False
Paulding,7469.0,27837.0,0.2115504446836232,False
Peach,1991.0,3018.0,0.3974845278498702,False
Pierce,8572.0,71589.0,0.10693479372762316,False
Quitman,1336.0,686.0,0.6607319485657764,True
Rabun,723.0,3706.0,0.16324226687739896,False
Richmond,26956.0,19531.0,0.5798610364187837,True
Rockdale,10142.0,9113.0,0.5267203323811996,True
Schley,171.0,761.0,0.1834763948497854,False
Screven,937.0,1723.0,0.3522556390977444,False
Spalding,3949.0,9825.0,0.28669957891679976,False
Stephens,4106.0,11878.0,0.2568818818818819,False
Stewart,1277.0,2261.0,0.3609383832673827,False
Talbot,4994.0,6117.0,0.4494644946449464,False
Taliaferro,271.0,192.0,0.5853131749460043,True
Tattnall,671.0,2521.0,0.21021303258145363,False
Telfair,517.0,1193.0,0.3023391812865497,False
Terrell,1040.0,1249.0,0.45434687636522497,False
Thomas,2605.0,6717.0,0.27944647071443895,False
Tift,1495.0,5562.0,0.21184639365169336,False
Toombs,728.0,3566.0,0.1695388914764788,False
Towns,578.0,2916.0,0.16542644533485976,False
Treutlen,358.0,794.0,0.3107638888888889,False
Troup,4207.0,9381.0,0.3096114218428025,False
Turner,831.0,1701.0,0.3281990521327014,False
Twiggs,936.0,1069.0,0.46683291770573565,False
Upson,1516.0,3871.0,0.2814182290699833,False
Ware,2445.0,5355.0,0.31346153846153846,False
Wayne,309481.0,212841.0,0.5925099842625813,True
Webster,11648.0,17519.0,0.399355435937875,False
Wheeler,403.0,2542.0,0.1368421052631579,False
Whitfield,2843.0,12598.0,0.1841201994689463,False
Wilkes,4733.0,13789.0,0.2555339596155923,False
Wilkinson,2325.0,1900.0,0.5502958579881657,True
Worth,1384.0,4197.0,0.24798423221644866,False
Hawaii,7244.0,1978.0,0.7855129039253957,True
Honolulu,18144.0,8943.0,0.6698416214420202,True
Kauai,2656.0,879.0,0.7513437057991513,True
Maui,5614.0,1428.0,0.7972166998011928,True
Ada,8999.0,48727.0,0.1558916259571077,False
Bannock,1498.0,8626.0,0.14796523113393917,False
Bear Lake,37.0,1428.0,0.025255972696245733,False
Benewah,69.0,1266.0,0.051685393258426963,False
Bingham,236.0,6727.0,0.03389343673703863,False
Blaine,2221.0,3590.0,0.3822061607296507,False
Boise,112.0,1545.0,0.0675920337960169,False
Bonner,901.0,6638.0,0.1195118716010081,False
Bonneville,1039.0,16467.0,0.059351079629841194,False
Boundary,185.0,1927.0,0.08759469696969698,False
Camas,18.0,290.0,0.05844155844155844,False
Canyon,1590.0,22868.0,0.06500940387603238,False
Caribou,28.0,1292.0,0.021212121212121213,False
Cassia,93.0,4184.0,0.021744213233574936,False
Clearwater,91.0,1344.0,0.06341463414634146,False
Gem,181.0,3133.0,0.05461677730838865,False
Gooding,77.0,1885.0,0.03924566768603466,False
Idaho County,138.0,3800.0,0.03504316912138141,False
Jerome,139.0,2334.0,0.05620703598867772,False
Kootenai,2054.0,21848.0,0.08593423144506736,False
Latah,1922.0,3839.0,0.33362263495920846,False
Lemhi,88.0,1884.0,0.04462474645030426,False
Lewis,4579.0,20295.0,0.18408780252472462,False
Minidoka,77.0,2431.0,0.03070175438596491,False
Nez Perce,538.0,3786.0,0.1244218316373728,False
Oneida,19639.0,28531.0,0.4077018891426199,False
Owyhee,62.0,1634.0,0.036556603773584904,False
Payette,137.0,3266.0,0.04025859535703791,False
Power,64.0,845.0,0.0704070407040704,False
Shoshone,130.0,1455.0,0.08201892744479496,False
Teton,1243.0,2060.0,0.3763245534362701,False
Twin Falls,723.0,9337.0,0.07186878727634195,False
Valley,1009.0,3639.0,0.2170826161790017,False
Alexander,3476.0,6579.0,0.3456986573843859,False
Bond,1576.0,2603.0,0.3771237138071309,False
Brown,47167.0,74251.0,0.3884679372086511,False
Bureau,3370.0,5306.0,0.388427846934071,False
Cass,16949.0,41414.0,0.29040659321830614,False
Champaign,33448.0,33613.0,0.4987697767704031,False
Chicago,678179.0,82715.0,0.891292348211446,True
Christian,12513.0,26621.0,0.31974753411355855,False
Coles,4230.0,8146.0,0.3417905623787977,False
Cook Suburbs,461645.0,216668.0,0.6805781401801233,True
Cumberland,75947.0,89697.0,0.4584953273284876,False
DeWitt,1220.0,3723.0,0.24681367590532066,False
DuPage,124262.0,139619.0,0.4709016564284659,False
Edgar,914.0,3520.0,0.20613441587731168,False
Edwards,360.0,2364.0,0.13215859030837004,False
Ford,726.0,3253.0,0.1824579039959789,False
Gallatin,16022.0,11813.0,0.5756062511226873,True
Grundy,6674.0,11929.0,0.35875933989141534,False
Hardin,12933.0,28033.0,0.31570082507445196,False
Henderson,19136.0,41151.0,0.31741503143297894,False
Iroquois,1417.0,6388.0,0.18155028827674569,False
Jersey,1922.0,3892.0,0.3305813553491572,False
JoDaviess,2540.0,4056.0,0.3850818677986659,False
Kane,55384.0,59361.0,0.4826702688570308,False
Kankakee,10649.0,14510.0,0.4232680154219166,False
Kendall,13897.0,26038.0,0.34799048453737325,False
Knox,40259.0,93818.0,0.3002677565876325,False
LaSalle,12330.0,16005.0,0.4351508734780307,False
Livingston,27719.0,65532.0,0.29725150400531897,False
Macoupin,6322.0,7168.0,0.4686434395848777,False
Mason,9165.0,18524.0,0.330997869189931,False
Massac,1031.0,2943.0,0.25943633618520384,False
McDonough,2521.0,4198.0,0.37520464354814703,False
McHenry,25268.0,39324.0,0.3911939559078524,False
McLean,21736.0,31098.0,0.41140174887383124,False
Menard,928.0,3281.0,0.22047992397244,False
Mercer,67096.0,47711.0,0.5844242946858641,True
Moultrie,1028.0,2626.0,0.2813355227148331,False
Ogle,4435.0,10803.0,0.29104869405433786,False
Peoria,21686.0,24830.0,0.46620517671338896,False
Piatt,1803.0,4476.0,0.2871476349737219,False
Richland,66123.0,72329.0,0.4775879004998122,False
Rock Island,19543.0,13956.0,0.5833905489716111,True
Sangamon,19620.0,34063.0,0.36547882942458504,False
Schuyler,2213.0,3974.0,0.35768546953289154,False
Stark,38162.0,69231.0,0.3553490450960491,False
Stephenson,3852.0,8136.0,0.3213213213213213,False
Tazewell,14180.0,32307.0,0.3050315141867619,False
Vermilion,7448.0,13861.0,0.3495236754423014,False
Wabash,2685.0,9574.0,0.21902275878946081,False
Whiteside,5997.0,6697.0,0.4724279187017489,False
Will,87956.0,81484.0,0.5190982058545798,True
Williamson,47721.0,114151.0,0.294807008006326,False
Winnebago,61191.0,71157.0,0.4623492610390788,False
Woodford,6759.0,12176.0,0.3569580142593082,False
Allen,39567.0,86857.0,0.31297063848636336,False
Bartholomew,5960.0,15651.0,0.2757854796168618,False
Blackford,1007.0,1920.0,0.34403826443457464,False
Daviess,11954.0,12084.0,0.4972959480822032,False
Dearborn,2634.0,10078.0,0.20720578980490875,False
Delaware,111674.0,155793.0,0.4175244048798543,False
Dubois,4598.0,7818.0,0.3703286082474227,False
Elkhart,11723.0,33112.0,0.2614698338351734,False
Fountain,875.0,4277.0,0.16983695652173914,False
Gibson,4913.0,13652.0,0.2646377592243469,False
Harrison,29101.0,54215.0,0.34928465120745117,False
Hendricks,11771.0,36300.0,0.2448669676104096,False
Huntington,3115.0,8722.0,0.2631578947368421,False
Jay,1484.0,4001.0,0.2705560619872379,False
Jennings,1758.0,5052.0,0.2581497797356828,False
Kosciusko,3493.0,17573.0,0.16581220924712808,False
LaGrange,1101.0,5312.0,0.17168251988149072,False
LaPorte,13451.0,14852.0,0.4752499735010423,False
Miami,7568.0,32161.0,0.19049057363638652,False
Noble,4258.0,12990.0,0.2468692022263451,False
Ohio,7978.0,7888.0,0.5028362536241019,True
Owen,2860.0,4556.0,0.3856526429341963,False
Parke,931.0,3059.0,0.23333333333333334,False
Porter,22813.0,25626.0,0.4709634798406243,False
Posey,2495.0,5177.0,0.32520855057351405,False
Ripley,1874.0,8002.0,0.18975293641150262,False
Rush,978.0,4074.0,0.19358669833729217,False
Spencer,5043.0,7138.0,0.4140054182743617,False
St. Joseph,36470.0,44340.0,0.451305531493627,False
Starke,2332.0,3656.0,0.3894455577822311,False
Steuben,6782.0,17921.0,0.27454155365745053,False
Sullivan,21379.0,39668.0,0.3502055793077465,False
Switzerland,840.0,1258.0,0.4003813155386082,False
Tippecanoe,15578.0,22461.0,0.4095270643287153,False
Tipton,3071.0,12458.0,0.1977590314894713,False
Vanderburgh,16811.0,26001.0,0.39267027936092685,False
Vermillion,2383.0,2442.0,0.4938860103626943,False
Vigo,13476.0,13156.0,0.5060078101531992,True
Warrick,5816.0,13128.0,0.30701013513513514,False
Wells,1773.0,7108.0,0.19963968021619188,False
Whitley,2957.0,11792.0,0.20048816868940267,False
Adair,4681.0,7889.0,0.3723945902943516,False
Allamakee,600.0,686.0,0.4665629860031104,False
Appanoose,499.0,839.0,0.37294469357249627,False
Audubon,299.0,374.0,0.4442793462109955,False
Black Hawk,6899.0,5908.0,0.5386897790270946,True
Bremer,1200.0,1490.0,0.44609665427509293,False
Buchanan,9324.0,13998.0,0.39979418574736303,False
Buena Vista,842.0,1603.0,0.3443762781186094,False
Cedar,1535.0,5399.0,0.22137294490914336,False
Cerro Gordo,2199.0,2321.0,0.48650442477876105,False
Chickasaw,2260.0,2568.0,0.46810273405136704,False
Davis,4610.0,26175.0,0.14974825401981484,False
Des Moines,1999.0,2162.0,0.48041336217255465,False
Dickinson,2682.0,5363.0,0.33337476693598506,False
Dubuque,4798.0,3975.0,0.5469052775561382,True
Emmet,4258.0,6445.0,0.3978323834438942,False
Guthrie,400.0,754.0,0.3466204506065858,False
Ida,199.0,525.0,0.27486187845303867,False
Iowa,6059.0,4968.0,0.5494694839938333,True
Keokuk,400.0,700.0,0.36363636363636365,False
Kossuth,592.0,947.0,0.38466536712150745,False
Linn,24752.0,27244.0,0.4760366182014001,False
Louisa,2879.0,5825.0,0.3307674632352941,False
Lucas,56548.0,51661.0,0.522581301000841,True
Lyon,1425.0,4428.0,0.2434648898001025,False
Mahaska,699.0,1959.0,0.26297968397291194,False
Mills,590.0,2456.0,0.19369665134602757,False
Monona,299.0,512.0,0.3686806411837238,False
Muscatine,1800.0,2414.0,0.42714760322733747,False
O'Brien,298.0,1216.0,0.19682959048877147,False
Page,1163.0,3546.0,0.24697387980462943,False
Palo Alto,399.0,432.0,0.48014440433212996,False
Pocahontas,1650.0,1439.0,0.534153447717708,True
Pottawattamie,3099.0,4369.0,0.41497054097482594,False
Poweshiek,899.0,983.0,0.47768331562167904,False
Ringgold,199.0,331.0,0.3754716981132076,False
Sac,300.0,669.0,0.30959752321981426,False
Sioux,420.0,4891.0,0.07908115232536246,False
Story,4599.0,7525.0,0.37933025404157045,False
Tama,899.0,983.0,0.47768331562167904,False
Wapello,1491.0,1669.0,0.4718354430379747,False
Winneshiek,1100.0,1042.0,0.5135387488328664,True
Wright,1286.0,4541.0,0.22069675647846232,False
Congressional District 1,5907.0,23655.0,0.19981733306271565,False
Congressional District 2,11342.0,17566.0,0.3923481389234814,False
Congressional District 3,12360.0,17478.0,0.41423687914739593,False
Congressional District 4,9434.0,13554.0,0.4103880285366278,False
Anderson,16488.0,54688.0,0.23165111835450153,False
Ballard,1064.0,312.0,0.7732558139534884,True
Barren,4632.0,2262.0,0.6718885987815492,True
Bath,1531.0,881.0,0.634742951907131,True
Bell,11640.0,31098.0,0.2723571528850204,False
Bourbon,2196.0,786.0,0.7364185110663984,True
Boyd,4478.0,2358.0,0.655061439438268,True
Boyle,3099.0,1715.0,0.6437474034067304,True
Bracken,675.0,262.0,0.7203842049092849,True
Breathitt,2839.0,155.0,0.9482297929191716,True
Breckinridge,1752.0,1235.0,0.5865416806160026,True
Bullitt,6117.0,4352.0,0.5842964944120738,True
Caldwell,9115.0,19186.0,0.32207342496731567,False
Calloway,3699.0,1593.0,0.6989795918367347,True
Campbell,9287.0,17167.0,0.3510622212141831,False
Carlisle,2154.0,924.0,0.6998050682261209,True
Carter,7133.0,16317.0,0.30417910447761193,False
Casey,392.0,1902.0,0.17088055797733218,False
Edmonson,537.0,982.0,0.3535220539828835,False
Elliott,744.0,39.0,0.9501915708812261,True
Estill,886.0,600.0,0.5962314939434724,True
Fleming,1433.0,758.0,0.654039251483341,True
Garrard,821.0,1344.0,0.3792147806004619,False
Graves,4262.0,1335.0,0.7614793639449705,True
Grayson,5496.0,23099.0,0.1922014338171009,False
Green,7769.0,8056.0,0.4909320695102686,False
Greenup,3172.0,1474.0,0.6827378390012915,True
Harlan,1568.0,1096.0,0.5885885885885885,True
Hickman,1375.0,3105.0,0.30691964285714285,False
Hopkins,5312.0,8283.0,0.39073188672306,False
Jessamine,3988.0,3961.0,0.501698326833564,True
Kenton,10026.0,7308.0,0.5784008307372793,True
Knott,1697.0,89.0,0.9501679731243001,True
LaRue,1522.0,725.0,0.6773475745438362,True
Laurel,1636.0,4853.0,0.25211897056557253,False
Leslie,141.0,1020.0,0.12144702842377261,False
Letcher,2626.0,701.0,0.7892996693718064,True
Magoffin,1137.0,516.0,0.6878402903811253,True
McCracken,6875.0,3494.0,0.6630340437843573,True
McCreary,372.0,1313.0,0.22077151335311573,False
Meade,4079.0,4474.0,0.47690868701040573,False
Menifee,634.0,206.0,0.7547619047619047,True
Metcalfe,1088.0,705.0,0.6068042387060792,True
Muhlenberg,3176.0,891.0,0.7809195967543644,True
Nelson,6491.0,3489.0,0.6504008016032065,True
Nicholas,3803.0,2653.0,0.5890644361833953,True
Oldham,5060.0,6721.0,0.4295051353874883,False
Owsley,168.0,262.0,0.39069767441860465,False
Pendleton,1802.0,1371.0,0.5679167979829814,True
Powell,1823.0,1461.0,0.555115712545676,True
Robertson,4199.0,12377.0,0.2533180501930502,False
Rockcastle,492.0,1623.0,0.2326241134751773,False
Rowan,11533.0,20667.0,0.35816770186335406,False
Simpson,3552.0,5099.0,0.41058837128655645,False
Todd,1772.0,434.0,0.8032638259292838,True
Trigg,1319.0,921.0,0.5888392857142857,True
Trimble,957.0,205.0,0.8235800344234079,True
Wolfe,913.0,93.0,0.9075546719681908,True
Acadia,2949.0,3680.0,0.44486347865439735,False
Ascension,5605.0,8235.0,0.404985549132948,False
Assumption,1451.0,730.0,0.6652911508482348,True
Avoyelles,1636.0,1522.0,0.5180493983533883,True
Beauregard,1070.0,2868.0,0.27171152869476894,False
Bienville,1278.0,966.0,0.56951871657754,True
Bossier,4106.0,10692.0,0.2774699283686985,False
Caddo,22782.0,17627.0,0.5637852953549952,True
Calcasieu,9219.0,11791.0,0.4387910518800571,False
Cameron,29303.0,13444.0,0.685498397548366,True
Catahoula,625.0,608.0,0.5068937550689375,True
Claiborne,3334.0,4849.0,0.40743003788341686,False
Concordia,2159.0,1385.0,0.6091986455981941,True
East Baton Rouge,40930.0,29031.0,0.5850402367033062,True
East Carroll,555.0,237.0,0.7007575757575758,True
East Feliciana,2194.0,1557.0,0.584910690482538,True
Evangeline,1817.0,1507.0,0.5466305655836342,True
Iberia,2977.0,4712.0,0.3871764858889322,False
Iberville,4741.0,1608.0,0.7467317687824855,True
Lafourche,4301.0,5648.0,0.43230475424665793,False
Morehouse,1811.0,1542.0,0.5401133313450641,True
Natchitoches,3391.0,2587.0,0.5672465707594513,True
Orleans,56845.0,13517.0,0.8078934652227054,True
Plaquemines,888.0,1288.0,0.40808823529411764,False
Pointe Coupee,2032.0,1031.0,0.663401893568397,True
Rapides,6173.0,8455.0,0.4219989062072737,False
Red River,1111.0,2924.0,0.27534076827757126,False
Sabine,920.0,4395.0,0.17309501411100658,False
St. Bernard,1584.0,1369.0,0.5364036572976634,True
St. Charles,42430.0,75986.0,0.3583130658019187,False
St. Helena,1593.0,537.0,0.747887323943662,True
St. James,2438.0,613.0,0.7990822681088168,True
St. John the Baptist,4382.0,1362.0,0.762883008356546,True
St. Landry,5790.0,3697.0,0.6103088436808264,True
St. Martin,2559.0,3248.0,0.44067504735663854,False
St. Mary,2530.0,2916.0,0.46456114579507896,False
St. Tammany,9796.0,29530.0,0.24909728932512842,False
Tangipahoa,5923.0,7552.0,0.4395547309833024,False
Tensas,553.0,262.0,0.6785276073619632,True
Terrebonne,3670.0,6701.0,0.35387137209526565,False
West Baton Rouge,2767.0,1502.0,0.6481611618646053,True
West Carroll,281.0,752.0,0.27202323330106487,False
West Feliciana,1068.0,886.0,0.5465711361310133,True
Winn,681.0,883.0,0.4354219948849105,False
Abbot,1.0,0.0,1.0,True
Acton,5459.0,2245.0,0.7085929387331257,True
Addison,293.0,223.0,0.5678294573643411,True
Albion,3.0,0.0,1.0,True
Alfred,8.0,0.0,1.0,True
Allagash,1.0,0.0,1.0,True
Alna,3.0,0.0,1.0,True
Alton,2.0,0.0,1.0,True
Amherst,9559.0,5117.0,0.6513355137639684,True
Amity,1.0,0.0,1.0,True
Anson,3226.0,1191.0,0.7303599728322391,True
Appleton,4.0,0.0,1.0,True
Aroostook Cty Townships,0.0,0.0,,False
Arrowsic,3.0,0.0,1.0,True
Arundel,10.0,0.0,1.0,True
Ashland,9649.0,15450.0,0.3844376269970915,False
Athens,9260.0,6085.0,0.6034538937764744,True
Auburn,2820.0,1968.0,0.5889724310776943,True
Augusta,3442.0,13569.0,0.20233966257127742,False
Aurora,282.0,213.0,0.5696969696969697,True
Baileyville,3.0,0.0,1.0,True
Bancroft,0.0,0.0,,False
Bangor,80.0,0.0,1.0,True
Bar Harbor,21.0,0.0,1.0,True
Baring Plt.,1.0,0.0,1.0,True
Beals,1.0,0.0,1.0,True
Beaver Cove,1.0,0.0,1.0,True
Beddington,1.0,0.0,1.0,True
Belfast,24.0,0.0,1.0,True
Belgrade,9.0,0.0,1.0,True
Belmont,14327.0,13292.0,0.5187371012708643,True
Berwick,12.0,0.0,1.0,True
Biddeford,47.0,0.0,1.0,True
Blue Hill,10.0,0.0,1.0,True
Boothbay,9.0,0.0,1.0,True
Boothbay Harbor,0.0,0.0,,False
Bowdoin,6.0,0.0,1.0,True
Bowdoinham,9.0,0.0,1.0,True
Bowerbank,0.0,0.0,,False
Bremen,0.0,0.0,,False
Brewer,22.0,0.0,1.0,True
Bridgton,0.0,0.0,,False
Brighton Plt.,1.0,0.0,1.0,True
Brooklin,4.0,0.0,1.0,True
Brooksville,4.0,0.0,1.0,True
Brownfield,3.0,0.0,1.0,True
Brownville,3.0,0.0,1.0,True
Brunswick,13052.0,22687.0,0.3652032793307032,False
Buckfield,0.0,0.0,,False
Bucksport,11.0,0.0,1.0,True
Burnham,2.0,0.0,1.0,True
Buxton,18.0,0.0,1.0,True
Byron,1.0,0.0,1.0,True
Calais,543.0,129.0,0.8080357142857143,True
Cambridge,29972.0,3322.0,0.900222262269478,True
Cape Elizabeth,39.0,0.0,1.0,True
Caratunk,0.0,0.0,,False
Carmel,5.0,0.0,1.0,True
Carrabassett Valley,2.0,0.0,1.0,True
Carroll Plt.,0.0,0.0,,False
Carthage,1.0,0.0,1.0,True
Cary Plt.,0.0,0.0,,False
Casco,7.0,0.0,1.0,True
Castine,3.0,0.0,1.0,True
Castle Hill,1.0,0.0,1.0,True
Caswell,2587.0,1951.0,0.5700749228735126,True
Chapman,1.0,0.0,1.0,True
Charleston,40088.0,54711.0,0.4228736590048418,False
Chebeague Island,2.0,0.0,1.0,True
Chelsea,4028.0,878.0,0.8210354667753771,True
Cherryfield,3.0,0.0,1.0,True
Chesterville,3.0,0.0,1.0,True
China,10.0,0.0,1.0,True
Clifton,2.0,0.0,1.0,True
Columbia Falls,1.0,0.0,1.0,True
Cooper,1018.0,3010.0,0.25273088381330683,False
Coplin Plt.,0.0,0.0,,False
Corinna,4.0,0.0,1.0,True
Corinth,287.0,133.0,0.6833333333333333,True
Cornish,3.0,0.0,1.0,True
Cornville,3.0,0.0,1.0,True
Cranberry Isles,1.0,0.0,1.0,True
Crystal,1.0,0.0,1.0,True
Cushing,3.0,0.0,1.0,True
Cutler,1.0,0.0,1.0,True
Cyr Plt.,1.0,0.0,1.0,True
Dallas Plt.,0.0,0.0,,False
Damariscotta,8.0,0.0,1.0,True
Danforth,0.0,0.0,,False
Dayton,4.0,0.0,1.0,True
Deblois,0.0,0.0,,False
Dedham,5474.0,2820.0,0.6599951772365565,True
Deer Isle,6.0,0.0,1.0,True
Denmark,3.0,0.0,1.0,True
Dennistown Plt.,0.0,0.0,,False
Dennysville,1.0,0.0,1.0,True
Detroit,1.0,0.0,1.0,True
Dexter,7.0,0.0,1.0,True
Dixfield,4.0,0.0,1.0,True
Dixmont,3.0,0.0,1.0,True
Dover-Foxcroft,9.0,0.0,1.0,True
Dresden,5.0,0.0,1.0,True
Drew Plt.,0.0,0.0,,False
Dyer Brook,0.0,0.0,,False
Eagle Lake,3.0,0.0,1.0,True
East Machias,3.0,0.0,1.0,True
East Millinocket,7.0,0.0,1.0,True
Eastbrook,0.0,0.0,,False
Eastport,5.0,0.0,1.0,True
Eddington,5.0,0.0,1.0,True
Edgecomb,4.0,0.0,1.0,True
Edinburg,1.0,0.0,1.0,True
Eliot,17.0,0.0,1.0,True
Ellsworth,19.0,0.0,1.0,True
Embden,2.0,0.0,1.0,True
Etna,2.0,0.0,1.0,True
Eustis,1.0,0.0,1.0,True
Exeter,691.0,728.0,0.4869626497533474,False
Falmouth,7345.0,4210.0,0.635655560363479,True
Farmingdale,9.0,0.0,1.0,True
Fort Fairfield,8.0,0.0,1.0,True
Fort Kent,12.0,0.0,1.0,True
Frankfort,0.0,0.0,,False
Franklin Cty Townships,0.0,0.0,,False
Freedom,2.0,0.0,1.0,True
Freeport,32.0,0.0,1.0,True
Frenchboro,0.0,0.0,,False
Frenchville,4.0,0.0,1.0,True
Friendship,3.0,0.0,1.0,True
Frye Island,0.0,0.0,,False
Fryeburg,7.0,0.0,1.0,True
Gardiner,16.0,0.0,1.0,True
Garfield Plt.,0.0,0.0,,False
Georgetown,7650.0,12925.0,0.3718104495747266,False
Gilead,1.0,0.0,1.0,True
Glenburn,9.0,0.0,1.0,True
Glenwood Plt.,0.0,0.0,,False
Gorham,42.0,0.0,1.0,True
Gouldsboro,4.0,0.0,1.0,True
Grand Isle,496.0,284.0,0.6358974358974359,True
Grand Lake Stream Plt,0.0,0.0,,False
Gray,216.0,4305.0,0.047777040477770406,False
Great Pond,0.0,0.0,,False
Greenbush,2.0,0.0,1.0,True
Greenville,30776.0,92954.0,0.2487351491150085,False
Greenwood,4573.0,10532.0,0.3027474346242966,False
Hallowell,12.0,0.0,1.0,True
Hamlin,307.0,804.0,0.2763276327632763,False
Hammond,0.0,0.0,,False
Hampden,727.0,865.0,0.4566582914572864,False
Hanover,10580.0,27149.0,0.2804208963926953,False
Harmony,2.0,0.0,1.0,True
Harpswell,19.0,0.0,1.0,True
Harrington,2.0,0.0,1.0,True
Haynesville,0.0,0.0,,False
Hermon,11.0,0.0,1.0,True
Hersey,0.0,0.0,,False
Highland Plt.,0.0,0.0,,False
Hiram,3.0,0.0,1.0,True
Hodgdon,2.0,0.0,1.0,True
Holden,3434.0,2877.0,0.5441292980510221,True
Hollis,10.0,0.0,1.0,True
Hope,5.0,0.0,1.0,True
Houlton,11.0,0.0,1.0,True
Howland,3.0,0.0,1.0,True
Hudson,78538.0,10430.0,0.882766837514612,True
Indian Township Vtng Dst,2.0,0.0,1.0,True
Industry,2.0,0.0,1.0,True
Island Falls,2.0,0.0,1.0,True
Isle Au Haut,1.0,0.0,1.0,True
Islesboro,3.0,0.0,1.0,True
Jackman,0.0,0.0,,False
Jonesboro,1.0,0.0,1.0,True
Jonesport,3.0,0.0,1.0,True
Kenduskeag,2.0,0.0,1.0,True
Kennebunk,37.0,0.0,1.0,True
Kennebunkport,12.0,0.0,1.0,True
Kingfield,3.0,0.0,1.0,True
Kingsbury Plt.,0.0,0.0,,False
Kittery,0.0,0.0,,False
Lake View Plt.,1.0,0.0,1.0,True
Lakeville,1446.0,1869.0,0.43619909502262444,False
Lamoine,5.0,0.0,1.0,True
Leeds,4.0,0.0,1.0,True
Levant,4.0,0.0,1.0,True
Lewiston,73.0,0.0,1.0,True
Limerick,6.0,0.0,1.0,True
Limington,7.0,0.0,1.0,True
Lincoln Plt.,0.0,0.0,,False
Lincolnville,8.0,0.0,1.0,True
Linneus,1.0,0.0,1.0,True
Littleton,2226.0,1437.0,0.6076986076986077,True
Livermore,5.0,0.0,1.0,True
Livermore Falls,6.0,0.0,1.0,True
Long Island,1.0,0.0,1.0,True
Lovell,3.0,0.0,1.0,True
Lowell,14482.0,5697.0,0.7176767927052877,True
Lubec,5.0,0.0,1.0,True
Ludlow,3498.0,2461.0,0.5870112434972311,True
Lyman,239.0,580.0,0.29181929181929184,False
Machias,4.0,0.0,1.0,True
Machiasport,2.0,0.0,1.0,True
Macwahoc Plt.,0.0,0.0,,False
Madawaska,15.0,0.0,1.0,True
Magalloway Plt.,0.0,0.0,,False
Mapleton,4.0,0.0,1.0,True
Mariaville,0.0,0.0,,False
Mars Hill,2.0,0.0,1.0,True
Marshfield,4818.0,4181.0,0.5353928214246028,True
Masardis,1.0,0.0,1.0,True
Matinicus Isle Plt.,0.0,0.0,,False
Mattawamkeag,2.0,0.0,1.0,True
Maxfield,1.0,0.0,1.0,True
Mechanic Falls,6.0,0.0,1.0,True
Meddybemps,1.0,0.0,1.0,True
Medford,13515.0,4325.0,0.757567264573991,True
Medway,2299.0,1842.0,0.555179908234726,True
Merrill,1.0,0.0,1.0,True
Mexico,6.0,0.0,1.0,True
Milbridge,3.0,0.0,1.0,True
Millinocket,14.0,0.0,1.0,True
Milo,5.0,0.0,1.0,True
Minot,5.0,0.0,1.0,True
Monhegan Plt.,1.0,0.0,1.0,True
Monmouth,53029.0,41669.0,0.5599801474159961,True
Monson,1327.0,1047.0,0.558972198820556,True
Monticello,2.0,0.0,1.0,True
Moose River,0.0,0.0,,False
Moro Plt.,0.0,0.0,,False
Morrill,33.0,914.0,0.03484688489968321,False
Moscow,1.0,0.0,1.0,True
Mount Chase,1.0,0.0,1.0,True
Mount Desert,9.0,0.0,1.0,True
Mount Vernon,5.0,0.0,1.0,True
Naples,8.0,0.0,1.0,True
New Canada,1.0,0.0,1.0,True
New Gloucester,13.0,0.0,1.0,True
New Limerick,1.0,0.0,1.0,True
New Portland,2.0,0.0,1.0,True
New Sharon,4.0,0.0,1.0,True
New Sweden,2.0,0.0,1.0,True
New Vineyard,2.0,0.0,1.0,True
Newburgh,4.0,0.0,1.0,True
Newcastle,7.0,0.0,1.0,True
Newfield,3.0,0.0,1.0,True
Newport,3288.0,1438.0,0.6957257723233178,True
Newry,1.0,0.0,1.0,True
Nobleboro,5.0,0.0,1.0,True
Norridgewock,7.0,0.0,1.0,True
